subjectId,subjectCond,chapter,level,playCount,playTime,deaths,badgesEarned,anglesUnlocked,steps,badgeDecision
3014,level badges,1,1,0,16,0,0,0,5,NULL
3014,level badges,1,3,1,23,1,0,0,5,NULL
3014,level badges,1,2,0,11,0,0,0,1,NULL
3014,level badges,1,5,0,32,0,0,2,3,NULL
3014,level badges,1,4,0,15,0,0,1,3,NULL
3014,level badges,1,7,0,27,0,0,4,3,NULL
3014,level badges,1,6,0,16,0,0,3,1,NULL
3014,level badges,1,9,1,42,1,0,6,7,NULL
3014,level badges,1,8,3,153,3,1,16,16,OPT-IN
3014,level badges,3,1,0,11,0,0,1,1,NULL
3014,level badges,3,3,0,37,0,1,5,5,OPT-IN
3014,level badges,3,2,0,17,0,0,3,1,NULL
3014,level badges,3,5,1,93,1,1,10,8,OPT-IN
3014,level badges,3,4,0,37,0,0,5,4,NULL
3014,level badges,3,7,1,75,1,0,11,10,NULL
3014,level badges,3,6,0,47,0,1,5,10,OPT-IN
3014,level badges,3,8,0,92,0,1,9,9,OPT-IN
3014,level badges,2,1,0,12,0,0,1,1,NULL
3014,level badges,2,3,0,24,0,0,4,1,NULL
3014,level badges,2,2,0,26,0,0,2,1,NULL
3014,level badges,2,5,2,71,2,0,9,7,NULL
3014,level badges,2,4,0,46,0,1,7,5,OPT-IN
3014,level badges,2,7,0,79,0,1,8,13,OPT-IN
3014,level badges,2,6,0,31,0,1,4,4,OPT-IN
3014,level badges,4,1,0,0,0,0,1,0,NULL
3110,no badges,1,1,0,9,0,0,0,2,NULL
3110,no badges,1,3,0,17,0,0,0,6,NULL
3110,no badges,1,2,0,16,0,0,0,5,NULL
3110,no badges,1,5,2,79,2,0,6,8,NULL
3110,no badges,1,4,0,20,0,0,2,4,NULL
3110,level badges,1,7,2,168,2,0,9,17,NULL
3110,level badges,1,6,0,28,0,0,5,6,NULL
3110,no badges,1,9,3,160,2,0,9,9,NULL
3110,no badges,1,8,0,87,0,1,8,10,OPT-IN
3110,no badges,3,1,1,41,0,0,3,3,NULL
3110,no badges,3,3,11,436,10,0,24,15,NULL
3110,no badges,3,2,3,108,4,0,15,11,NULL
3110,no badges,3,5,2,45,2,0,1,1,NULL
3110,no badges,3,4,0,41,0,0,2,2,NULL
3110,no badges,2,1,0,21,0,0,2,2,NULL
3110,no badges,2,3,3,179,1,0,8,9,NULL
3110,no badges,2,2,6,219,5,0,9,15,NULL
3110,no badges,2,5,2,160,1,0,10,8,NULL
3110,no badges,2,4,0,96,0,1,7,5,OPT-IN
3110,no badges,2,7,2,111,1,0,16,19,OPT-OUT
3110,no badges,2,6,5,197,6,0,15,12,OPT-IN
3017,level badges,1,1,0,6,0,0,0,1,NULL
3017,level badges,1,3,0,24,0,0,0,4,NULL
3017,level badges,1,2,0,11,0,0,0,2,NULL
3017,level badges,1,5,1,90,1,0,2,8,NULL
3017,level badges,1,4,0,29,0,0,1,5,NULL
3017,level badges,1,7,7,514,7,0,26,25,NULL
3017,level badges,1,6,0,91,0,0,3,6,NULL
